s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN2062,2018-2019,Bharti AXA General Insurance Company Limited,Engine and Gear Box Protection-3 years,Add on,IRDAN139RP0039V01201819/A0052V01201819,04-10-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0039V01201819A0052V01201819_GEN2062.pdf/59dd5b5a-370b-f4cd-bf1f-6ed0f9496a15?version=1.1&t=1668330826853&download=true,IRDAN139RP0039V01201819A0052V01201819_GEN2062.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0039V01201819-A0052V01201819_Engine-and-Gear-Box-Protection-3-years.pdf,Non-Archived,2025-12-01T02:57:37.067280
GEN2063,2018-2019,Bharti AXA General Insurance Company Limited,Key replacement cover-3 years,Add on,IRDAN139RP0039V01201819/A0053V01201819,04-10-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0039V01201819A0053V01201819_GEN2063.pdf/e7a4177b-1eab-1917-7413-23cd92c358f5?version=1.1&t=1668330889673&download=true,IRDAN139RP0039V01201819A0053V01201819_GEN2063.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0039V01201819-A0053V01201819_Key-replacement-cover-3-years.pdf,Non-Archived,2025-12-01T02:57:39.850075
GEN2064,2018-2019,Bharti AXA General Insurance Company Limited,Depreciation Cover-Bundled,Add on,IRDAN139RP0040V01201819/A0070V01201819,04-10-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0040V01201819A0070V01201819_GEN2064.pdf/d3c62f86-12d9-0d38-5f4b-4c34df1009ae?version=1.1&t=1668330931438&download=true,IRDAN139RP0040V01201819A0070V01201819_GEN2064.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0040V01201819-A0070V01201819_Depreciation-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.850217
GEN2065,2018-2019,Bharti AXA General Insurance Company Limited,Depreciation Cover-5 years,Add on,IRDAN139RP0038V01201819/A0071V01201819,04-10-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0038V01201819A0071V01201819_GEN2065.pdf/c500fd93-712e-31c1-755c-7aa071f8dbb0?version=1.1&t=1668330978699&download=true,IRDAN139RP0038V01201819A0071V01201819_GEN2065.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0038V01201819-A0071V01201819_Depreciation-Cover-5-years.pdf,Non-Archived,2025-12-01T02:57:39.850359
GEN2066,2018-2019,Bharti AXA General Insurance Company Limited,Accidental discharge of Gas Flooding system,Add on,IRDAN139CP0073V01201819/A0076V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0076V01201819_GEN2066.pdf/35445eb5-7910-eb11-15e6-5e77ffbb6402?version=1.1&t=1668331025543&download=true,IRDAN139CP0073V01201819A0076V01201819_GEN2066.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0076V01201819_Accidental-discharge-of-Gas-Flooding-system.pdf,Non-Archived,2025-12-01T02:57:39.850485
GEN2067,2018-2019,Bharti AXA General Insurance Company Limited,Start up / shut down expenses,Add on,IRDAN139CP0073V01201819/A0095V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0095V01201819_GEN2067.pdf/218e7e62-d86d-947d-d6de-394679247383?version=1.1&t=1668331074561&download=true,IRDAN139CP0073V01201819A0095V01201819_GEN2067.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0095V01201819_Start-up-shut-down-expenses.pdf,Non-Archived,2025-12-01T02:57:39.850612
GEN2068,2018-2019,Bharti AXA General Insurance Company Limited,Smoke damages extension,Add on,IRDAN139CP0073V01201819/A0094V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0094V01201819_GEN2068.pdf/6ecfd116-2da5-55a7-4e1b-237984382e8b?version=1.1&t=1668331129611&download=true,IRDAN139CP0073V01201819A0094V01201819_GEN2068.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0094V01201819_Smoke-damages-extension.pdf,Non-Archived,2025-12-01T02:57:39.850728
GEN2069,2018-2019,Bharti AXA General Insurance Company Limited,Outbuilding clause,Add on,IRDAN139CP0073V01201819/A0093V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0093V01201819_GEN2069.pdf/23142f9e-db14-8819-5e5a-25005e018e5f?version=1.1&t=1668331177951&download=true,IRDAN139CP0073V01201819A0093V01201819_GEN2069.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0093V01201819_Outbuilding-clause.pdf,Non-Archived,2025-12-01T02:57:39.850843
GEN2070,2018-2019,Bharti AXA General Insurance Company Limited,"Ommission to Insured additions, alterations or extensions",Add on,IRDAN139CP0073V01201819/A0092V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0092V01201819_GEN2070.pdf/59dfc912-893b-d60c-6d1d-f1e366ac5b26?version=1.1&t=1668331237576&download=true,IRDAN139CP0073V01201819A0092V01201819_GEN2070.pdf,,"https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0092V01201819_Ommission-to-Insured-additions,-alterations-or-extensions.pdf",Non-Archived,2025-12-01T02:57:39.850958
GEN2071,2018-2019,Bharti AXA General Insurance Company Limited,Non-validation clause,Add on,IRDAN139CP0073V01201819/A0091V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0091V01201819_GEN2071.pdf/367f85ac-391b-d6e0-dd60-496c4e3646c7?version=1.1&t=1668331286144&download=true,IRDAN139CP0073V01201819A0091V01201819_GEN2071.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0091V01201819_Non-validation-clause.pdf,Non-Archived,2025-12-01T02:57:39.851072
GEN2072,2018-2019,Bharti AXA General Insurance Company Limited,Measures taken in avoidance of damage (sue and Labour),Add on,IRDAN139CP0073V01201819/A0090V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0090V01201819_GEN2072.pdf/970d6d01-38d1-ff1c-9df9-0a322a7f0ad9?version=1.1&t=1668331335041&download=true,IRDAN139CP0073V01201819A0090V01201819_GEN2072.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0090V01201819_Measures-taken-in-avoidance-of-damage-(sue-and-Labour).pdf,Non-Archived,2025-12-01T02:57:39.851188
GEN2073,2018-2019,Bharti AXA General Insurance Company Limited,Machinery and Plant undamaged parts,Add on,IRDAN139CP0073V01201819/A0089V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0089V01201819_GEN2073.pdf/30a65666-905e-2d19-9dbc-6869791840bc?version=1.1&t=1668331380510&download=true,IRDAN139CP0073V01201819A0089V01201819_GEN2073.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0089V01201819_Machinery-and-Plant-undamaged-parts.pdf,Non-Archived,2025-12-01T02:57:39.851301
GEN2074,2018-2019,Bharti AXA General Insurance Company Limited,Landscaping costs,Add on,IRDAN139CP0073V01201819/A0088V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0088V01201819_GEN2074.pdf/55cffba9-3079-738a-d7d1-ed59ee357bbd?version=1.1&t=1668331424672&download=true,IRDAN139CP0073V01201819A0088V01201819_GEN2074.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0088V01201819_Landscaping-costs.pdf,Non-Archived,2025-12-01T02:57:39.851435
GEN2075,2018-2019,Bharti AXA General Insurance Company Limited,Inadvertent Ommissions (property other than stocks),Add on,IRDAN139CP0073V01201819/A0086V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0086V01201819_GEN2075.pdf/06c557de-98ba-69e1-1350-9dae1b7f2232?version=1.1&t=1668331473990&download=true,IRDAN139CP0073V01201819A0086V01201819_GEN2075.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0086V01201819_Inadvertent-Ommissions-(property-other-than-stocks).pdf,Non-Archived,2025-12-01T02:57:39.851550
GEN2076,2018-2019,Bharti AXA General Insurance Company Limited,Goods and stocks undergoing any heating or drying process,Add on,IRDAN139CP0073V01201819/A0085V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0085V01201819_GEN2076.pdf/d7200f14-05f5-bd51-9f42-c030a73a6b54?version=1.1&t=1668331529460&download=true,IRDAN139CP0073V01201819A0085V01201819_GEN2076.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0085V01201819_Goods-and-stocks-undergoing-any-heating-or-drying-process.pdf,Non-Archived,2025-12-01T02:57:39.851665
GEN2077,2018-2019,Bharti AXA General Insurance Company Limited,Fire Brigarde Charges and Extinguishing Expenses,Add on,IRDAN139CP0073V01201819/A0084V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0084V01201819_GEN2077.pdf/bcf919de-fdd1-0017-ef18-f52a47fa9e80?version=1.1&t=1668331584640&download=true,IRDAN139CP0073V01201819A0084V01201819_GEN2077.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0084V01201819_Fire-Brigarde-Charges-and-Extinguishing-Expenses.pdf,Non-Archived,2025-12-01T02:57:39.851781
GEN2078,2018-2019,Bharti AXA General Insurance Company Limited,Documents clause / plans and specifications,Add on,IRDAN139CP0073V01201819/A0081V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0081V01201819_GEN2078.pdf/977f5b22-bb25-f862-6313-c9f12e6987e6?version=1.1&t=1668331643771&download=true,IRDAN139CP0073V01201819A0081V01201819_GEN2078.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0081V01201819_Documents-clause-plans-and-specifications.pdf,Non-Archived,2025-12-01T02:57:39.851896
GEN2079,2018-2019,Bharti AXA General Insurance Company Limited,Damage to underground services,Add on,IRDAN139CP0073V01201819/A0080V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0080V01201819_GEN2079.pdf/0f48a6f5-914e-2852-2ea1-4f8f4a6d4602?version=1.1&t=1668331687824&download=true,IRDAN139CP0073V01201819A0080V01201819_GEN2079.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0080V01201819_Damage-to-underground-services.pdf,Non-Archived,2025-12-01T02:57:39.852009
GEN2080,2018-2019,Bharti AXA General Insurance Company Limited,Claim preparation costs,Add on,IRDAN139CP0073V01201819/A0079V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0079V01201819_GEN2080.pdf/5324f6c0-ee22-977e-c6a2-8dd2e38a0ec3?version=1.2&t=1668854006719&download=true,IRDAN139CP0073V01201819A0079V01201819_GEN2080.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0079V01201819_Claim-preparation-costs.pdf,Non-Archived,2025-12-01T02:57:39.852123
GEN2081,2018-2019,Bharti AXA General Insurance Company Limited,"Brand, Label and Trademark Clause",Add on,IRDAN139CP0073V01201819/A0077V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0077V01201819_GEN2081.pdf/8fc5ab08-407f-39cc-3d6f-ecc91b736e88?version=1.1&t=1668331790683&download=true,IRDAN139CP0073V01201819A0077V01201819_GEN2081.pdf,,"https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0077V01201819_Brand,-Label-and-Trademark-Clause.pdf",Non-Archived,2025-12-01T02:57:39.852237
GEN2082,2018-2019,Bharti AXA General Insurance Company Limited,Temporary repairs,Add on,IRDAN139CP0073V01201819/A0096V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0096V01201819_GEN2082.pdf/a83fe875-e334-fc73-3b87-1fe5dd9db868?version=1.1&t=1668331834605&download=true,IRDAN139CP0073V01201819A0096V01201819_GEN2082.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0096V01201819_Temporary-repairs.pdf,Non-Archived,2025-12-01T02:57:39.852370
GEN2083,2018-2019,Bharti AXA General Insurance Company Limited,Vehicle Load clause,Add on,IRDAN139CP0073V01201819/A0097V01201819,27-11-2018,https://irdai.gov.in/documents/37343/993134/IRDAN139CP0073V01201819A0097V01201819_GEN2083.pdf/79308500-094f-d946-0a00-ab6e9989bc17?version=1.1&t=1668331881739&download=true,IRDAN139CP0073V01201819A0097V01201819_GEN2083.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139CP0073V01201819-A0097V01201819_Vehicle-Load-clause.pdf,Non-Archived,2025-12-01T02:57:39.852494
GEN2084,2018-2019,Bharti AXA General Insurance Company Limited,Trade Credit Insurance Policy,Main product,IRDAN139RP0043V02200910,14-03-2019,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0043V02200910_GEN2084.pdf/0add5c19-1672-5a42-4a6e-10f98cfd3e96?version=1.1&t=1668331923995&download=true,IRDAN139RP0043V02200910_GEN2084.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0043V02200910_Trade-Credit-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:57:39.852610
GEN2085,2018-2019,Bharti AXA General Insurance Company Limited,Smart Wallet Secure Policy,Main product,IRDAN139RP0073V01201819,27-03-2019,https://irdai.gov.in/documents/37343/993134/IRDAN139RP0073V01201819_GEN2085.pdf/32b490df-eba8-cba9-4fdf-aeedd6a2ab69?version=1.1&t=1668331960787&download=true,IRDAN139RP0073V01201819_GEN2085.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bharti-AXA-General-Insurance-Company-Limited/IRDAN139RP0073V01201819_Smart-Wallet-Secure-Policy.pdf,Non-Archived,2025-12-01T02:57:39.852722
GEN2086,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Card Protection Group Insurance Policy,Main product,IRDAN113CP0001V01201819,06-06-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113CP0001V01201819_GEN2086.pdf/fc9bde8a-0694-3bc4-4ff0-60235389ebc7?version=1.1&t=1668332002714&download=true,IRDAN113CP0001V01201819_GEN2086.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113CP0001V01201819_Card-Protection-Group-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:57:39.852834
GEN2087,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Warranty Contract Insurance,Main product,IRDAN113CP0002V01201819,22-06-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113CP0002V01201819_GEN2087.pdf/c7070d4f-563b-749d-0bb4-9811c97a5202?version=1.1&t=1668332045624&download=true,IRDAN113CP0002V01201819_GEN2087.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113CP0002V01201819_Warranty-Contract-Insurance.pdf,Non-Archived,2025-12-01T02:57:39.852946
GEN2088,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Title Insurance,Main product,IRDAN113CP0003V01201819,01-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113CP0003V01201819_GEN2088.pdf/7bca3569-2c32-7ede-ad76-2323f16b385f?version=1.1&t=1668332089688&download=true,IRDAN113CP0003V01201819_GEN2088.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113CP0003V01201819_Title-Insurance.pdf,Non-Archived,2025-12-01T02:57:39.853057
GEN2089,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Group Affinity Insurance Policy,Main product,IRDAN113CP0004V01201819,24-10-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113CP0004V01201819_GEN2089.pdf/0223b58f-d1cd-3cf6-a37a-6608bf81e742?version=1.1&t=1668332132961&download=true,IRDAN113CP0004V01201819_GEN2089.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113CP0004V01201819_Group-Affinity-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:57:39.853168
GEN2090,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Liability Only Policy for Private Car - 3 years,Main product,IRDAN113RP0003V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0003V01201819_GEN2090.pdf/30217176-901a-6cce-73f7-8dd6ab5dd6a9?version=1.1&t=1668332195385&download=true,IRDAN113RP0003V01201819_GEN2090.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0003V01201819_Liability-Only-Policy-for-Private-Car-3-years.pdf,Non-Archived,2025-12-01T02:57:39.853279
GEN2091,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Liability Only Policy for Two Wheelers - 5 years,Main product,IRDAN113RP0004V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0004V01201819_GEN2091.pdf/c2a4cd07-123f-ddba-5069-155b89b084d0?version=1.1&t=1668332246456&download=true,IRDAN113RP0004V01201819_GEN2091.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0004V01201819_Liability-Only-Policy-for-Two-Wheelers-5-years.pdf,Non-Archived,2025-12-01T02:57:39.853411
GEN2092,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Private Car Package Policy – 3 years,Main product,IRDAN113RP0005V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819_GEN2092.pdf/6b1a41a8-f46e-7393-16cb-2e4a43b79edc?version=1.1&t=1668332301020&download=true,IRDAN113RP0005V01201819_GEN2092.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819_Private-Car-Package-Policy-–-3-years.pdf,Non-Archived,2025-12-01T02:57:39.853530
GEN2093,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Two Wheeler Package Policy – 5 years,Main product,IRDAN113RP0006V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819_GEN2093.pdf/e86dfb0a-1ae1-2710-28b9-6727c65929f1?version=1.1&t=1668332345516&download=true,IRDAN113RP0006V01201819_GEN2093.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819_Two-Wheeler-Package-Policy-–-5-years.pdf,Non-Archived,2025-12-01T02:57:39.853644
GEN2094,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Private Car Policy - Bundled,Main product,IRDAN113RP0007V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819_GEN2094.pdf/0d2dc9a4-f96a-a375-aa4b-2e9a1bf8251e?version=1.1&t=1668332387069&download=true,IRDAN113RP0007V01201819_GEN2094.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819_Private-Car-Policy-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.853758
GEN2095,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Two Wheeler Policy – Bundled,Main product,IRDAN113RP0008V01201819,30-08-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819_GEN2095.pdf/cdef2a8e-de87-7098-e271-da99759f1139?version=1.1&t=1668332427053&download=true,IRDAN113RP0008V01201819_GEN2095.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819_Two-Wheeler-Policy-–-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.853872
GEN2096,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Rim Safeguard-3 years,Add on,IRDAN113RP0005V01201819/A0046V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0046V01201819_GEN2096.pdf/f556ae68-fd5f-c14b-b050-c3222b70bb66?version=1.1&t=1668332464204&download=true,IRDAN113RP0005V01201819-A0046V01201819_GEN2096.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0046V01201819_Rim-Safeguard-3-years.pdf,Non-Archived,2025-12-01T02:57:39.853985
GEN2097,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Consumable Expenses-5 years,Add on,IRDAN113RP0006V01201819/A0047V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0047V01201819_GEN2097.pdf/25ba7cfd-d395-14c6-0608-966f99ea95d8?version=1.1&t=1668332509511&download=true,IRDAN113RP0006V01201819-A0047V01201819_GEN2097.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0047V01201819_Consumable-Expenses-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854096
GEN2098,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Depreciation Shield-5 years,Add on,IRDAN113RP0006V01201819/A0048V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0048V01201819_GEN2098.pdf/eba88472-2556-c1c8-9188-be57c6b9a153?version=1.1&t=1668332572011&download=true,IRDAN113RP0006V01201819-A0048V01201819_GEN2098.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0048V01201819_Depreciation-Shield-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854207
GEN2099,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage (Standard Cover)- 5 years,Add on,IRDAN113RP0006V01201819/A0049V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0049V01201819_GEN2099.pdf/20be2ffe-2b7e-241c-a5ff-9212418fbb28?version=1.1&t=1668335501632&download=true,IRDAN113RP0006V01201819-A0049V01201819_GEN2099.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0049V01201819_Vehicle-Replacement-Advantage-(Standard-Cover)-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854335
GEN2100,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage (Exclusive Cover)-5 years,Add on,IRDAN113RP0006V01201819/A0050V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0050V01201819_GEN2100.pdf/c4b4c362-f0bd-12aa-ff11-63a99e8769c0?version=1.1&t=1668335582935&download=true,IRDAN113RP0006V01201819-A0050V01201819_GEN2100.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0050V01201819_Vehicle-Replacement-Advantage-(Exclusive-Cover)-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854452
GEN2101,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Conveyance Benefit- 5 years,Add on,IRDAN113RP0006V01201819/A0051V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0051V01201819_GEN2101.pdf/32843190-ce20-6324-2e7b-f0a5b284bcf7?version=1.1&t=1668335620296&download=true,IRDAN113RP0006V01201819-A0051V01201819_GEN2101.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0051V01201819_Conveyance-Benefit-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854565
GEN2102,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accident Shield-5 years,Add on,IRDAN113RP0006V01201819/A0052V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0052V01201819_GEN2102.pdf/78d15c4c-6e20-7949-67c1-c1f38ab9c7d5?version=1.1&t=1668335661893&download=true,IRDAN113RP0006V01201819-A0052V01201819_GEN2102.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0052V01201819_Accident-Shield-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854677
GEN2103,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Hospitalization Cover-5 years,Add on,IRDAN113RP0006V01201819/A0053V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0053V01201819_GEN2103.pdf/017d0ef9-21cb-8ba7-23fc-475fcd7a310b?version=1.1&t=1668335708207&download=true,IRDAN113RP0006V01201819-A0053V01201819_GEN2103.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0053V01201819_Accidental-Hospitalization-Cover-5-years.pdf,Non-Archived,2025-12-01T02:57:39.854790
GEN2104,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Tyre Safeguard-3 years,Add on,IRDAN113RP0005V01201819/A0045V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0045V01201819_GEN2104.pdf/01103f10-b41b-42c1-6e3b-7a518bf7eec4?version=1.1&t=1668335745358&download=true,IRDAN113RP0005V01201819-A0045V01201819_GEN2104.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0045V01201819_Tyre-Safeguard-3-years.pdf,Non-Archived,2025-12-01T02:57:39.854903
